Report ID;ComponentName;Model;Serial Number;Component Code;Failure;Additional Failure Description;Parent Case;Failure SMR;Active Stage;Failure2;Failure3;Failure32;Delivery;Failed Part Number;Failed Part Name;Component Name;Phenomenon Name;Plant;Current Queue;Status Reason;Created;Distributor;Subsidiary;Issue2;Additional Notes(Request);Distributor Contact;Filial DB code;Filial DB Name;LT DB;FY;YEAR
KBISP202509509;PC130-10M0, ARM, Arm, FRACTURE,   ;PC130-10M0;B20692;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;15/08/2025;;29/04/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;17;FY2025;2025
KBISP202509508;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20733;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;4;Plant.Confirmed;15/08/2025;;23/06/2025;31/07/2025;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;17;FY2025;2025
KBISP202509507;PC130-10M0, ARM, Arm, FRACTURE,   ;PC130-10M0;B20690;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;15/08/2025;;28/04/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;17;FY2025;2025
KBISP202509506;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20735;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;2;Plant.Confirmed;15/08/2025;;24/06/2025;31/07/2025;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;17;FY2025;2025
KBISP202509505;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20746;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;14/08/2025;;02/07/2025;19/08/2025;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;18;FY2025;2025
KBISP202509504;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20745;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;2;Plant.Confirmed;14/08/2025;;02/07/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;18;FY2025;2025
KBISP202509503;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20731;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;4;Plant.Confirmed;14/08/2025;;18/06/2025;31/07/2025;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;18;FY2025;2025
KBISP202509502;PC130-10M0, ARM, Arm, FRACTURE,   ;PC130-10M0;B20595;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;14/08/2025;;26/12/2024;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;18;FY2025;2025
KBISP202509501;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20737;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;4;Plant.Confirmed;13/08/2025;;27/06/2025;;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;19;FY2025;2025
KBISP202509500;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20732;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;3;Plant.Confirmed;13/08/2025;;18/06/2025;31/07/2025;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;01/09/2025;BAUKO (213SPA);KBI (9447);01/09/2025;;Vinícius Barbosa;213SPA;Bauko;19;FY2025;2025
KBISP202508516;PC130LC-10M0, BOOM, PINO, FRACTURE,   ;PC130LC-10M0;B20391;H17 - Arm cylinder;Arm cylinder pin break - AB25032 / FCB25040;;;2706;Plant.Confirmed;25/08/2025;;26/02/2024;01/04/2024;203-70-42122;PINO;BOOM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;26/08/2025;BAUKO (213SPA);KBI (9447);26/08/2025;Cliente frostista Komatsu possui Contrato de Manutenção ativo para todos Equipamentos, possui três escavadeiras hidráulias (B20391, B20588 e B20723), realiza as lubrificações e inspeções diárias. Cliente com grande histórico de aquisição de peças exclusivamente originais com o distribuidor autorizado.;Gabriel Augusto;213ESD;Bauko;1;FY2025;2025
KBISP202508514;PC130LC-10M0, BOOM, Boom, FRACTURE,   ;PC130LC-10M0;B20742;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;;;4;Plant.Confirmed;13/08/2025;;30/06/2025;;20Y-70-B6310;Boom;BOOM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;26/08/2025;BAUKO (213SPA);KBI (9447);26/08/2025;;Vinícius Barbosa;213SPA;Bauko;13;FY2025;2025
KBISP202508506;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20252;714 - Arm;Arm crack - AB25018 - FCB25016;;;5809;Closed;12/08/2025;;28/02/2023;07/07/2023;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);;Completed;13/08/2025;BAUKO (213SPA);KBI (9447);13/08/2025;"Cliente faz todas as revisões de forma avulsa com a concessionaria, e utiliza caçamba original Komatsu 
de 0,75m³.";Gabriel Augusto;213ESD;Bauko;1;FY2025;2025
KBISP202508503;PC130LC-10M0, ARM, ARM, INTERFERENCE,   ;PC130LC-10M0;B20281;714 - Arm;Arm interference;;;504;Plant.Confirmed;08/08/2025;;28/06/2023;30/11/2023;204-70-00480;ARM;ARM;INTERFERENCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;12/08/2025;BAUKO (213SPA);KBI (9447);13/08/2025;;Paulo Dias;213SPA;Bauko;5;FY2025;2025
KBIPR202508506;PC130LC-10M0, TRACK ROLLER, ADAPTADOR, BROKEN, DENTE DA CAÇAMBA QUEBRADO  ;PC130LC-10M0;B20645;716 - Bucket;Teeth crack;DENTE DA CAÇAMBA QUEBRADO;;326;Plant.Confirmed;30/07/2025;;19/03/2025;23/07/2025;3040P020L;ADAPTADOR;TRACK ROLLER;BROKEN;KDB (Plant) (51);KDB - Quality Assurance;In Process;11/08/2025;VIANMAQ (213PRB);KBI (9447);11/08/2025;Como parte do processo corretivo, será necessária a aplicação de uma trava P020P nova, juntamente com a substituição do componente danificado.;Neia Sene;213PRB;Vianmaq ;12;FY2025;2025
KBISP202508502;PC130LC-10M0, ARM, PLATE, CRACK, Reforço no braço  ;PC130LC-10M0;B20675;714 - Arm;Reinforcement - Arm crack - AB25018 - FCB25016;Reforço no braço;;5;Plant.Confirmed;01/08/2025;;23/04/2025;;09134-A1681;PLATE;ARM;CRACK;KDB (Plant) (51);KDB - Quality Assurance;In Process;08/08/2025;BAUKO (213SPA);KBI (9447);08/08/2025;;Gabriel Bonifacio;213SPB;Bauko;7;FY2025;2025
KBIPR202507519;PC130LC-10M0, OTHERS, PINTURA, DEFECTIVE APPEARANCE, PINTURA COM AVARIAS/QUALIDADE  ;PC130LC-10M0;B20678;000 - Machine;Painting;PINTURA COM AVARIAS/QUALIDADE;;5,3;Plant.Confirmed;20/06/2025;20/06/2025;25/04/2025;23/06/2025;XX;PINTURA;OTHERS;DEFECTIVE APPEARANCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;30/07/2025;VIANMAQ (213PRB);KBI (9447);30/07/2025;"Como o equipamento veio de outro local de armazenamento, é natural que ocorra oxidação na lataria, devido à exposição prolongada às condições climáticas durante o tempo em estoque, podendo inclusive surgir ferrugem. No entanto, foi identificado respingo de tinta no contrapeso, o que indica falta de cuidado durante o processo de pintura e ausência de inspeção adequada no equipamento. Diante disso, tornou-se necessário realizar o reparo, a fim de garantir que o equipamento seja entregue ao cliente em perfeitas condições.""";Neia Sene;213PRB;Vianmaq ;40;FY2025;2025
KBISP202507579;PC130LC-10M0, ENGINE ASSY, SILENCIOSO, ABNORMAL NOISE,   ;PC130LC-10M0;B20588;A1T - Muffler;Abnormal noise on muffler (before countermeasure);;;1153;Closed;22/07/2025;;23/12/2024;19/02/2025;6271-11-5230;SILENCIOSO;ENGINE ASSY;ABNORMAL NOISE;KDB (Plant) (51);;Completed;29/07/2025;BAUKO (213SPA);KBI (9447);29/07/2025;Cliente frotista Komatsu, possui três escavadeiras hidráulicas PC130LC-10M0 sendo, (B20391, B20588, B20723), cliente realiza todas manutenções com o distribuidor autorizado, possui contrato de manuteção ativo para todos equipamentos, adquire peças exclusivamente genuínas.;Gabriel Augusto;213ESD;Bauko;7;FY2025;2025
KBISP202507576;PC130LC-10M0, BOOM, Pino, FRACTURE,   ;PC130LC-10M0;B20407;H17 - Arm cylinder;Arm cylinder pin break - AB25032 / FCB25040;;PC130LC-10M0, BOOM, Pino, FRACTURE, Arm cylinder pin break  ;1750;Closed;08/07/2025;;25/03/2024;04/06/2024;203-70-42122;Pino;BOOM;FRACTURE;KDB (Plant) (51);;Completed;28/07/2025;BAUKO (213SPA);KBI (9447);28/07/2025;O cliente preza por aquisição de peças originais com o distribuidor autorizado, realiza a lubrificação conforme indicado pelas recomendações do fabricando. Cliente possui dois equipamentos PC130LC-10M0, sendo B20337 e B20407.;Gabriel Augusto;213ESD;Bauko;20;FY2025;2025
KBISP202507575;PC130LC-10M0, BOOM, PINO, FRACTURE,   ;PC130LC-10M0;B20337;H17 - Arm cylinder;Arm cylinder pin break - AB25032 / FCB25040;;PC130LC-10M0, BOOM, Pino, FRACTURE, Arm cylinder pin break  ;2965;Closed;28/07/2025;;26/09/2023;30/11/2023;203-70-42122;PINO;BOOM;FRACTURE;KDB (Plant) (51);;Completed;28/07/2025;BAUKO (213SPA);KBI (9447);28/07/2025;O cliente preza por aquisição de peças originais com o distribuidor autorizado, realiza a lubrificação conforme indicado pelas recomendações do fabricando. Cliente possui dois equipamentos PC130LC-10M0, sendo B20337 e B20407.;Gabriel Augusto;213ESD;Bauko;0;FY2025;2025
KBISP202507573;PC130LC-10M0, BOOM, Pin, FRACTURE,   ;PC130LC-10M0;B20347;H17 - Arm cylinder;Arm cylinder pin break - AB25032 / FCB25040;;PC130LC-10M0, BOOM, Pino, FRACTURE, Arm cylinder pin break  ;3505;Closed;21/07/2025;;09/10/2023;01/03/2024;203-70-42122;Pin;BOOM;FRACTURE;KDB (Plant) (51);;Completed;28/07/2025;BAUKO (213SPA);KBI (9447);28/07/2025;Primeiro equipamento Komatsu do cliente, realiza todas as revisões com o distribuidor autorizado, exige que as revisões sejam realizadas antecipadamente antes de atingir o horímetro, cliente realiza compra de peças exclusivamente genuínas.;Gabriel Augusto;213ESD;Bauko;7;FY2025;2025
KBI1F202507512;PC130-10M0, ACCESSORY & PARTS, DECALQUE, OTHER, ADESIVO CONTRAPESO LADO ESQ. FALTANDO  ;PC130-10M0;B20601;542 - Counterweight;Adhesive missing;ADESIVO CONTRAPESO LADO ESQ. FALTANDO;;10;Plant.QA Approved;05/07/2025;;30/12/2024;05/07/2025;20Y-00-31840;DECALQUE;ACCESSORY & PARTS;OTHER;KDB (Plant) (51);KDB - Quality Assurance;In Process;25/07/2025;VAMOS (2131F);KBI (9447);28/07/2025;;Franciele Ferreira;213RSC;VAMOS (2131F);23;FY2025;2025
KBISP202507571;PC130LC-10M0, ARM, Arm, FRACTURE,   ;PC130LC-10M0;B20310;714 - Arm;Arm crack - AB25018 - FCB25016;;;3898;Closed;24/07/2025;;02/08/2023;09/11/2023;204-70-00480;Arm;ARM;FRACTURE;KDB (Plant) (51);;Completed;25/07/2025;BAUKO (213SPA);KBI (9447);25/07/2025;Cliente possui dois equipamentos Komatsu sendo uma WA200-6 (B20692) e a PC130LC-10M0 (B20310), o mesmo adquire peças somente genuínas, realiza a manutenção preventiva com o distribuidor autorizado.;Gabriel Augusto;213ESD;Bauko;1;FY2025;2025
KBIPR202507515;PC130LC-10M0, ACCESSORY & PARTS, ROLETE INFERIOR, ENTER/LEAKS, Rolete Quebrado com Vazamento  ;PC130LC-10M0;B20630;304 - Track roller;Track roller break / leak;Rolete Quebrado com Vazamento;PC130LC-10M0, ACCESSORY & PARTS, ROLETE INFERIOR, ENTER/LEAKS,   ;140;Closed;23/05/2025;26/06/2025;27/02/2025;11/03/2025;22B-30-00412;ROLETE INFERIOR;ACCESSORY & PARTS;ENTER/LEAKS;KDB (Plant) (51);;Completed;24/07/2025;VIANMAQ (213PRB);KBI (9447);24/07/2025;Aproveitou-se a intervenção para realizar avaliações nos demais roletes (KUC), incluindo medições no material rodante com o objetivo de verificar possíveis desgastes. Nenhum outro problema semelhante foi identificado durante essa análise.;Neia Sene;213PRB;Vianmaq ;62;FY2025;2025
KBISP202507533;PC130LC-10M0, ARM, ARM, BROKEN,   ;PC130LC-10M0;B20366;714 - Arm;Arm crack - AB25018 - FCB25016;;;1850;Closed;10/07/2025;;14/11/2023;27/11/2024;204-943-0030;ARM;ARM;BROKEN;KDB (Plant) (51);;Completed;19/07/2025;BAUKO (213SPA);KBI (9447);19/07/2025;O cliente, fidelizado à marca Komatsu e com histórico de revisões preventivas e aquisição de componentes diretamente na concessionária, possui duas Escavadeiras Komatsu PC130LC-10M0 com contrato de manutenção ativo, sendo a primeira máquina B20366 e a segunda B20663.;Gabriel Augusto;213ESD;Bauko;9;FY2025;2025
KBISP202507531;PC130LC-10M0, WORK EQUIPMENT FOR H/E, equipamento de trabalho, DETERIORATION, KBISP202507531  ;PC130LC-10M0;B20358;714 - Arm;Bushing and Pin wear;KBISP202507531;;1282;Closed;20/06/2025;;31/10/2023;23/07/2024;204-70-00480;equipamento de trabalho;WORK EQUIPMENT FOR H/E;DETERIORATION;KDB (Plant) (51);;Completed;19/07/2025;BAUKO (213SPA);KBI (9447);19/07/2025;Equipamento pertence ao Rental da Bauko e apresentou folga com poucas horas de trabalho;Gabriel Augusto;213ESD;Bauko;29;FY2025;2025
KBIPR202507509;PC130LC-10M0, ACCESSORY & PARTS, ROLETE INFERIOR, ENTER/LEAKS, Rolete inferior superior vazando  ;PC130LC-10M0;B20587;304 - Track roller;Track roller break / leak;Rolete inferior superior vazando;PC130LC-10M0, ACCESSORY & PARTS, ROLETE INFERIOR, ENTER/LEAKS,   ;776;Closed;11/07/2025;;20/12/2024;06/01/2025;22B-30-16511;ROLETE INFERIOR;ACCESSORY & PARTS;ENTER/LEAKS;KDB (Plant) (51);;Completed;18/07/2025;VIANMAQ (213PRB);KBI (9447);18/07/2025;O vazamento de óleo compromete a lubrificação do rolete, podendo causar aquecimento excessivo, aumento de atrito e, eventualmente, falha prematura do componente. Além disso, representa risco ambiental e de segurança, especialmente se houver acúmulo de óleo em áreas de circulação.;Neia Sene;213PRB;Vianmaq ;7;FY2025;2025
KBISP202507528;PC130LC-10M0, ARM, ARM, CRACK,   ;PC130LC-10M0;B20257;714 - Arm;Arm crack - AB25018 - FCB25016;;;3517;Closed;14/07/2025;;25/05/2023;06/06/2023;204-70-00480;ARM;ARM;CRACK;KDB (Plant) (51);;Completed;17/07/2025;BAUKO (213SPA);KBI (9447);19/07/2025;Cliente faz todas as revisões de forma avulsa com a concessionaria, e utiliza caçamba original Komatsu DE 0,75 M³;Gabriel Augusto;213ESD;Bauko;5;FY2025;2025
KBIPR202507505;PC130LC-10M0, ACCESSORY & PARTS, ROLETE INFERIOR, ENTER/LEAKS, Rolete Inferior traseiro LD com Vazament  ;PC130LC-10M0;B20563;304 - Track roller;Track roller break / leak;Rolete Inferior traseiro LD com Vazament;PC130LC-10M0, ACCESSORY & PARTS, ROLETE INFERIOR, ENTER/LEAKS,   ;709;Closed;27/05/2025;03/07/2025;28/10/2024;19/11/2024;22B-30-00412;ROLETE INFERIOR;ACCESSORY & PARTS;ENTER/LEAKS;KDB (Plant) (51);;Completed;15/07/2025;VIANMAQ (213PRB);KBI (9447);15/07/2025;Houve um intervalo entre a data de identificação da falha e a realização da substituição, motivado pela disponibilidade do cliente para paralisar o equipamento e pelas condições climáticas adversas na região, que dificultaram o acesso ao local onde a máquina estava operando.;Neia Sene;213PRB;Vianmaq ;49;FY2025;2025
KBISP202507515;PC130LC-10M0, ARM, ARM, BROKEN,   ;PC130LC-10M0;B20162;714 - Arm;Arm crack - AB25018 - FCB25016;;;6874;Closed;07/07/2025;;26/09/2022;27/10/2022;204-70-00480;ARM;ARM;BROKEN;KDB (Plant) (51);;Completed;07/07/2025;BAUKO (213SPA);KBI (9447);07/07/2025;Cliente possui dois equipamentos Komatsu, com historico de trinca no braço no equipamento B20109 e agora ruptura do braço no equipamento B20162, ambas apresentaram folga no equipamento de trabalho e concha anteriormente.;Gabriel Augusto;213ESD;Bauko;0;FY2025;2025
KBISP202507509;PC130-10M0, ELECTRICAL SYSTEM, cabo conector da buzina, DEFECTIVE ADJUSTMENT,   ;PC130-10M0;B20599;D00 - Electric system;Nozzler wiring;;;640;Plant.Confirmed;25/06/2025;;30/12/2024;;204-06-71190;cabo conector da buzina;ELECTRICAL SYSTEM;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KDB - Quality Assurance;In Process;03/07/2025;BAUKO (213SPA);KBI (9447);03/07/2025;;Vinícius Barbosa;213SPA;Bauko;8;FY2025;2025
KBISP202507503;PC130LC-10M0, ENGINE ASSY, Retentor do virabrequim, ENTER/LEAKS, Vazamento na polia da hélice  ;PC130LC-10M0;B20180;100 - Engine related parts;Fan seal;Vazamento na polia da hélice;;3901;Sub.Submitted;04/06/2025;18/06/2025;14/10/2022;01/06/2023;6204-21-3531;Retentor do virabrequim;ENGINE ASSY;ENTER/LEAKS;KDB (Plant) (51);Pending Requests;Pending Request;02/07/2025;BAUKO (213SPA);KBI (9447);02/07/2025;;Gabriel Bonifacio;213SPB;Bauko;28;FY2025;2025
KBISP202506522;PC130LC-10M0, ARM, Arm, LOOSEN,   ;PC130LC-10M0;B20350;714 - Arm;Bushing and Pin wear;;;2351;Closed;02/06/2025;;18/10/2023;28/12/2023;204-70-00480;Arm;ARM;LOOSEN;KDB (Plant) (51);;Completed;20/06/2025;BAUKO (213SPA);KBI (9447);19/07/2025;O cliente fidelizado com Komatsu possui contrato de manutenção ativo, adquire peças de reposição originais exclusivamente com distribuidores autorizados e realiza as manutenções preventivas antecipadamente, antes de atingir o horímetro recomendado.;Gabriel Augusto;213ESD;Bauko;47;FY2025;2025
KBISP202506519;PC130LC-10M0, HYDRAULIC CONTROL VALVE, Válvula auto redutora, DEFECTIVE ADJUSTMENT, Ajuste da pressão auto redutora  ;PC130LC-10M0;B20116;RX0 - Control valve;Performance complain;Ajuste da pressão auto redutora;;1459;Sub.Received;01/08/2023;;20/07/2022;24/08/2022;723-40-74300;Válvula auto redutora;HYDRAULIC CONTROL VALVE;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KBI - Construction Service;Disapproved;18/06/2025;BAUKO (213SPA);KBI (9447);18/06/2025;Importante ressaltar que diversos clientes estão apresentando a mesma alegação de que o equipamento encontra-se lento e sem força, possivelmente existe a possibilidade de que os equipamento em questão estejam sendo liberados da fabrica com a pressão dentro do padrão entretanto no mínimo, para os equipamentos liberados no range mínimo de pressão exemplo 29 Kg/cm² estima-se que quando o equipamento entra na temperatura padrão de trabalho essa pressão tende a ser reduzida deixando o equipamento ainda mais lento. Irei deixar de evidencia mais 3 relatórios de equipamentos diferentes que apresentaram a mesma questão.;Gabriel Bonifacio;213SPB;Bauko;687;FY2025;2025
KBIMB202506505;PC130LC-10M0, ARM, braço, CRACK,   ;PC130LC-10M0;B20039;714 - Arm;Arm crack - AB25018 - FCB25016;;;3008;Plant.Confirmed;06/06/2025;;11/04/2022;09/06/2022;204-70-00480;braço;ARM;CRACK;KDB (Plant) (51);KDB - Quality Assurance;In Process;17/06/2025;Mason (213I);KBI (9447);17/06/2025;2600 horas com operação em cargas leves e muito leves.;Whasterley Silva;213I;Mason;11;FY2025;2025
KBIMB202506502;PC130LC-10M0, HST PUMP, Bomba hidraulica, MALFUNCTION,   ;PC130LC-10M0;B20371;K11 - Hyd. Piston Pump;Hyd. Pump;;;2284;Sub.Received;02/06/2025;;23/11/2023;06/02/2024;708-3D-00043;Bomba hidraulica;HST PUMP;MALFUNCTION;KDB (Plant) (51);KBI - Construction Service;In Process;13/06/2025;Mason (213I);KBI (9447);13/06/2025;;Whasterley Silva;213I;Mason;11;FY2025;2025
KBISP202506509;PC130LC-10M0, BOOM, Lança, FRACTURE,   ;PC130LC-10M0;B20534;711 - Boom;Boom crack;;;807;Plant.Confirmed;13/06/2025;;13/09/2024;08/10/2024;204-70-B0010;Lança;BOOM;FRACTURE;KDB (Plant) (51);KDB - Quality Assurance;In Process;13/06/2025;BAUKO (213SPA);KBI (9447);13/06/2025;O cliente, fidelizado à marca Komatsu e com histórico de revisões preventivas e aquisição de componentes diretamente na concessionária, utiliza exclusivamente peças originais Komatsu.;Gabriel Augusto;213ESD;Bauko;0;FY2025;2025
KBIPR202506500;PC130LC-10M0, ACCESSORY & PARTS, CHAVE GERAL, DEFECTIVE PARTS, CHAVE GERAL COM PROBLEMA  ;PC130LC-10M0;B20587;D00 - Electric system;Main switch;CHAVE GERAL COM PROBLEMA;;574;Closed;26/05/2025;27/05/2025;20/12/2024;06/01/2025;08068-00001;CHAVE GERAL;ACCESSORY & PARTS;DEFECTIVE PARTS;KDB (Plant) (51);;Completed;03/06/2025;VIANMAQ (213PRB);KBI (9447);03/06/2025;;Neia Sene;213PRB;Vianmaq ;8;FY2025;2025
KBIMN202505501;PC130-10M0, TRAVEL MOTOR ASSY, CARRIER, ABNORMAL NOISE, FALHA PREMATURA NO COMANDO FINAL LADO DI  ;PC130-10M0;B20504;L51 - Travel motor;Travel motor;FALHA PREMATURA NO COMANDO FINAL LADO DI;;1360,8;Sub.Received;16/04/2025;;31/07/2024;21/10/2024;TZ701D1003-00;CARRIER;TRAVEL MOTOR ASSY;ABNORMAL NOISE;KDB (Plant) (51);KBI - Construction Service;In Process;30/05/2025;MASON NORTH (213PAE);KBI (9447);30/05/2025;;Matheus Igreja;213PAE;Mason;44;FY2025;2025
KBIMB202505517;PC130LC-10M0, TRACK SHOE, Shoe, ABNORMAL NOISE,   ;PC130LC-10M0;B20427;301 - Track frame;Track abnormal noise;;;1977;Sub.Received;30/04/2025;;22/04/2024;04/07/2024;2A3-27-11310;Shoe;TRACK SHOE;ABNORMAL NOISE;KDB (Plant) (51);KBI - Construction Service;In Process;30/05/2025;Mason (213I);KBI (9447);29/05/2025;;Filipe Martimiliano;213I;Mason;29;FY2025;2025
KBI1F202505518;PC130LC-10M0, OTHERS, SEM PECA, DEFECTIVE APPEARANCE, BOLHAS NA PINTURA DO CONTRAPESO  ;PC130LC-10M0;B20555;542 - Counterweight;Counterweight paiting;BOLHAS NA PINTURA DO CONTRAPESO;;7;Closed;12/05/2025;;11/10/2024;;SEM PECA;SEM PECA;OTHERS;DEFECTIVE APPEARANCE;KDB (Plant) (51);;Completed;29/05/2025;VAMOS (2131F);KBI (9447);29/05/2025;;Franciele Ferreira;213RSC;VAMOS (2131F);17;FY2025;2025
KBI1F202505517;PC130LC-10M0, ENGINE ASSY, SENSOR DE PRESSAO, OTHER, ERRO DHE5MA  ;PC130LC-10M0;B20387;D00 - Electric system;Sensor;ERRO DHE5MA;;607;Closed;07/05/2025;;21/02/2024;29/05/2024;6252-11-2901;SENSOR DE PRESSAO;ENGINE ASSY;OTHER;KDB (Plant) (51);;Completed;28/05/2025;VAMOS (2131F);KBI (9447);28/05/2025;;Franciele Ferreira;213RSC;VAMOS (2131F);21;FY2025;2025
KBIPR202505510;PC130LC-10M0, ACCESSORY & PARTS, SILENCIOSO, MALFUNCTION, BARULHO NO SILENCIOSO.  ;PC130LC-10M0;B20113;A1T - Muffler;Abnormal noise on muffler (before countermeasure);BARULHO NO SILENCIOSO.;;3848;Closed;16/05/2025;;20/07/2022;11/08/2022;6271-11-5230;SILENCIOSO;ACCESSORY & PARTS;MALFUNCTION;KDB (Plant) (51);;Completed;20/05/2025;VIANMAQ (213PRB);KBI (9447);20/05/2025;;Neia Sene;213PRB;Vianmaq ;4;FY2025;2025
